"","fold.change","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","parent","Genbank","name_wp","CDS","inference","gene_description","protein","trans_table","sig","fold_change_scaled"
"11",1.643698369,"cds1007",188.1383396,0.716945578,0.222564385,3.221295173,0.001276126,0.010303539,"ID=cds1007","Parent=gene1039","Dbxref=Genbank:WP_014064844.1","Name=WP_014064844.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439220.1","product=3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","protein_id=WP_014064844.1","transl_table=11","Significant",1.643698369
"12",1.056557157,"cds1008",210.8498239,0.079370816,0.2166858,0.366294497,0.714145335,0.896320067,"ID=cds1008","Parent=gene1040","Dbxref=Genbank:WP_005696773.1","Name=WP_005696773.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439219.1","product=acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase","protein_id=WP_005696773.1","transl_table=11","Not significant",1.056557157
"13",2.251479607,"cds1009",50.68694364,1.170873411,0.385489115,3.037370875,0.002386516,0.017678756,"ID=cds1009","Parent=gene1041","Dbxref=Genbank:WP_014064845.1","Name=WP_014064845.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439218.1","product=lipid-A-disaccharide synthase","protein_id=WP_014064845.1","transl_table=11","Significant",2.251479607
"14",1.380915256,"cds101",24.12400726,0.465624787,0.521362918,0.893091494,0.371808178,0.669869279,"ID=cds101","Parent=gene101","Dbxref=Genbank:WP_014064055.1","Name=WP_014064055.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439065.1","product=thymidylate synthase","protein_id=WP_014064055.1","transl_table=11","Not significant",1.380915256
"15",2.506776123,"cds1010",17.59558446,1.325833157,0.705153855,1.880204083,0.060080269,0.217773138,"ID=cds1010","Parent=gene1042","Dbxref=Genbank:WP_014064846.1","Name=WP_014064846.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005698648.1","product=ribonuclease HII","protein_id=WP_014064846.1","transl_table=11","Not significant",2.506776123
"16",2.329593243,"cds1011",37.29982874,1.220078076,0.450832156,2.706280067,0.006804164,0.03981563,"ID=cds1011","Parent=gene1043","Dbxref=Genbank:WP_014064847.1","Name=WP_014064847.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005719535.1","product=SLC13 family permease","protein_id=WP_014064847.1","transl_table=11","Significant",2.329593243
"17",0.34202403,"cds1012",0.244408626,-1.547830406,4.993080593,-0.309995078,0.7565647,NA,"ID=cds1012","Parent=gene1044","Dbxref=Genbank:WP_041918226.1","Name=WP_041918226.1","gbkey=CDS","inference=COORDINATES: protein motif:HMM:PF01298.16","product=hypothetical protein","protein_id=WP_041918226.1","transl_table=11",NA,2.92377117479143
"18",0.433226284,"cds1013",1032.240048,-1.206807321,0.156355997,-7.718330908,1.18e-14,1.64e-12,"ID=cds1013","Parent=gene1045","Dbxref=Genbank:WP_014064849.1","Name=WP_014064849.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005698683.1","product=aspartate ammonia-lyase","protein_id=WP_014064849.1","transl_table=11","Significant",2.3082625337663
"19",0.591276995,"cds1014",234.0330458,-0.758093947,0.213235262,-3.555199731,0.000377692,0.003994469,"ID=cds1014","Parent=gene1046","Dbxref=Genbank:WP_005629492.1","Name=WP_005629492.1","Note=10 kDa chaperonin%3B Cpn10%3B GroES%3B forms homoheptameric ring%3B binds to one or both ends of the GroEL double barrel in the presence of adenine nucleotides capping it%3B folding of unfolded substrates initiates in a GroEL-substrate bound and capped by GroES%3B release of the folded substrate is dependent on ATP binding and hydrolysis in the trans ring","gbkey=CDS","gene=groES","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438700.1","product=molecular chaperone GroES","Significant",1.69125470541941
"20",0.462664218,"cds1015",3076.934288,-1.111962569,0.133392024,-8.336049888,7.68e-17,1.3e-14,"ID=cds1015","Parent=gene1047","Dbxref=Genbank:WP_005696764.1","Name=WP_005696764.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438701.1","product=chaperonin GroEL","protein_id=WP_005696764.1","transl_table=11","Significant",2.16139472449975
"21",0.936226601,"cds1016",203.9713691,-0.095070338,0.222005248,-0.428234644,0.668480296,0.871881139,"ID=cds1016","Parent=gene1048","Dbxref=Genbank:WP_014064850.1","Name=WP_014064850.1","Note=the crystal structure of Haemophilus influenzae HI0817 showed that this protein forms dimers%3B function unknown","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438977.1","product=YecA family protein","protein_id=WP_014064850.1","Not significant",1.06811748238288
"22",0.982197065,"cds1017",173.245603,-0.025915584,0.227621675,-0.113853761,0.909353721,0.976547346,"ID=cds1017","Parent=gene1049","Dbxref=Genbank:WP_014064851.1","Name=WP_014064851.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005698609.1","product=Xaa-Pro aminopeptidase","protein_id=WP_014064851.1","transl_table=11","Not significant",1.01812562431145
"23",0.712854069,"cds1018",785.663252,-0.488321327,0.172181703,-2.836081408,0.00456708,0.029406601,"ID=cds1018","Parent=gene1050","Dbxref=Genbank:WP_014064852.1","Name=WP_014064852.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438975.1","product=universal stress protein UspA","protein_id=WP_014064852.1","transl_table=11","Significant",1.40281166018006
"24",0.550871889,"cds1019",1393.837712,-0.86021125,0.141535342,-6.077713449,1.22e-09,6e-08,"ID=cds1019","Parent=gene1051","Dbxref=Genbank:WP_014064853.1","Name=WP_014064853.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438974.1","product=alanine--tRNA ligase","protein_id=WP_014064853.1","transl_table=11","Significant",1.81530410240266
"25",0.914101065,"cds102",18.7547787,-0.129574413,0.584787863,-0.221575072,0.82464469,0.950614929,"ID=cds102","Parent=gene102","Dbxref=Genbank:WP_014064056.1","Name=WP_014064056.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005577208.1","product=prolipoprotein diacylglyceryl transferase","protein_id=WP_014064056.1","transl_table=11","Not significant",1.09397093854168
"26",0.525501176,"cds1020",124.0177313,-0.928234101,0.264183024,-3.51360238,0.000442074,0.00443819,"ID=cds1020","Parent=gene1052","Dbxref=Genbank:WP_014064854.1","Name=WP_014064854.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005625841.1","product=carbon storage regulator","protein_id=WP_014064854.1","transl_table=11","Significant",1.9029453132946
"27",0.938720786,"cds1021",603.532656,-0.09123199,0.164722223,-0.553853562,0.579679069,0.82138492,"ID=cds1021","Parent=gene1053","Dbxref=Genbank:WP_014064855.1","Name=WP_014064855.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438972.1","product=UTP--glucose-1-phosphate uridylyltransferase","protein_id=WP_014064855.1","transl_table=11","Not significant",1.06527948982691
"28",1.581310525,"cds1023",45.86772569,0.6611207,0.397164615,1.664601212,0.095992343,0.303280157,"ID=cds1023","Parent=gene1055","Dbxref=Genbank:WP_005696757.1","Name=WP_005696757.1","Note=when combined with S-adenosylmethionine represses the expression of the methionine regulon and of proteins involved in S-adenosylmethionine synthesis","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438461.1","product=met regulon transcriptional regulator MetJ","protein_id=WP_005696757.1","Not significant",1.581310525
"29",1.677534874,"cds1024",33.30024084,0.746342759,0.462137278,1.614980645,0.106314886,0.325951764,"ID=cds1024","Parent=gene1056","Dbxref=Genbank:WP_014064857.1","Name=WP_014064857.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438460.1","product=Cu(I)-responsive transcriptional regulator","protein_id=WP_014064857.1","transl_table=11","Not significant",1.677534874
"30",0.874156601,"cds1025",67.78764691,-0.19403634,0.330359147,-0.587349681,0.556968881,0.806543631,"ID=cds1025","Parent=gene1057","Dbxref=Genbank:WP_005696754.1","Name=WP_005696754.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696754.1","product=copper chaperone","protein_id=WP_005696754.1","transl_table=11","Not significant",1.14395978804718
"31",0.856884571,"cds1026",342.9221783,-0.22282722,0.182361636,-1.221897459,0.221746406,0.515045687,"ID=cds1026","Parent=gene1058","Dbxref=Genbank:WP_014064858.1","Name=WP_014064858.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064858.1","product=copper-translocating P-type ATPase","protein_id=WP_014064858.1","transl_table=11","Not significant",1.16701832877325
"32",14.53995941,"cds1028",1.382907769,3.861951337,2.397906509,1.610551255,0.107277566,NA,"ID=cds1028","Parent=gene1060","Dbxref=Genbank:WP_014064860.1","Name=WP_014064860.1","Note=response regulator in two-component regulatory system with CpxA%3B part of the envelope stress response system","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005698693.1","product=DNA-binding response regulator","protein_id=WP_014064860.1",NA,14.53995941
"33",1.411264455,"cds1029",41.89039203,0.496988358,0.403634343,1.231283626,0.218216804,0.509952285,"ID=cds1029","Parent=gene1061","Dbxref=Genbank:WP_014064861.1","Name=WP_014064861.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438998.2","product=outer membrane protein assembly factor BamE","protein_id=WP_014064861.1","transl_table=11","Not significant",1.411264455
"34",0.766742824,"cds103",23.1610818,-0.383185335,0.54080775,-0.708542612,0.47860836,0.756535769,"ID=cds103","Parent=gene103","Dbxref=Genbank:WP_014064057.1","Name=WP_014064057.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439063.1","product=sulfite exporter TauE/SafE family protein","protein_id=WP_014064057.1","transl_table=11","Not significant",1.30421827071446
"35",1.392042665,"cds1030",41.40652439,0.477203429,0.413846975,1.1530915,0.24887283,0.553615071,"ID=cds1030","Parent=gene1062","Dbxref=Genbank:WP_014064862.1","Name=WP_014064862.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438999.2","product=nucleoid-associated protein YejK","protein_id=WP_014064862.1","transl_table=11","Not significant",1.392042665
"36",2.031787934,"cds1031",9.518666006,1.02274983,0.833926382,1.226426999,0.220038031,0.512638222,"ID=cds1031","Parent=gene1063","Dbxref=Genbank:WP_014064863.1","Name=WP_014064863.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439000.1","product=hypothetical protein","protein_id=WP_014064863.1","transl_table=11","Not significant",2.031787934
"37",1.335346989,"cds1032",42.55215047,0.417214674,0.421551,0.989713403,0.322314222,0.62465494,"ID=cds1032","Parent=gene1064","Dbxref=Genbank:WP_014064864.1","Name=WP_014064864.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005699767.1","product=DUF3413 domain-containing protein","protein_id=WP_014064864.1","transl_table=11","Not significant",1.335346989
"38",1.236674026,"cds1033",121.4228614,0.306465272,0.270473336,1.133070181,0.257184782,0.561101741,"ID=cds1033","Parent=gene1065","Dbxref=Genbank:WP_005696743.1","Name=WP_005696743.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005625986.1","product=hypothetical protein","protein_id=WP_005696743.1","transl_table=11","Not significant",1.236674026
"39",0.697074808,"cds1034",357.2556502,-0.520614606,0.180944144,-2.877211683,0.004012064,0.027191262,"ID=cds1034","Parent=gene1070","Dbxref=Genbank:WP_014064865.1","Name=WP_014064865.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438443.1","product=glutamate--tRNA ligase","protein_id=WP_014064865.1","transl_table=11","Significant",1.43456625963737
"40",5.111180885,"cds1035",28.34246911,2.353656649,0.548439365,4.291553088,1.77e-05,0.00027628,"ID=cds1035","Parent=gene1072","Dbxref=Genbank:WP_014064866.1","Name=WP_014064866.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697098.1","product=monofunctional biosynthetic peptidoglycan transglycosylase","protein_id=WP_014064866.1","transl_table=11","Significant",5.111180885
"41",4.023473808,"cds1036",12.89392932,2.008441641,0.785064995,2.558312566,0.01051815,0.056318237,"ID=cds1036","Parent=gene1073","Dbxref=Genbank:WP_014064867.1","Name=WP_014064867.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005751246.1","product=trp operon repressor","protein_id=WP_014064867.1","transl_table=11","Not significant",4.023473808
"42",3.751923012,"cds1037",131.6260624,1.907630225,0.273744684,6.968647559,3.2e-12,2.57e-10,"ID=cds1037","Parent=gene1074","Dbxref=Genbank:WP_014064868.1","Name=WP_014064868.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697105.1","product=septation protein A","protein_id=WP_014064868.1","transl_table=11","Significant",3.751923012
"43",0.694566652,"cds1038",40.69187731,-0.52581495,0.415737908,-1.26477509,0.205951963,0.494155183,"ID=cds1038","Parent=gene1075","Dbxref=Genbank:WP_014064869.1","Name=WP_014064869.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438988.1","product=hypothetical protein","protein_id=WP_014064869.1","transl_table=11","Not significant",1.43974663499969
"44",0.527657713,"cds1039",11.57211336,-0.922325725,0.752030386,-1.226447419,0.220030351,0.512638222,"ID=cds1039","Parent=gene1076","Dbxref=Genbank:WP_014064870.1","Name=WP_014064870.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697094.1","product=acyl-CoA thioester hydrolase YciA","protein_id=WP_014064870.1","transl_table=11","Not significant",1.89516797606254
"45",0.955389558,"cds104",27.84938148,-0.065838986,0.485067084,-0.135731711,0.892033378,0.972316382,"ID=cds104","Parent=gene104","Dbxref=Genbank:WP_014064058.1","Name=WP_014064058.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439062.1","product=RNA pyrophosphohydrolase","protein_id=WP_014064058.1","transl_table=11","Not significant",1.04669345779054
"46",0.778852394,"cds1040",37.37013692,-0.360578157,0.423989524,-0.850441194,0.395079842,0.692013846,"ID=cds1040","Parent=gene1077","Dbxref=Genbank:WP_014064871.1","Name=WP_014064871.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438986.1","product=septation protein A","protein_id=WP_014064871.1","transl_table=11","Not significant",1.28394033029062
"47",1.136257808,"cds1041",38.14346406,0.184290208,0.425849292,0.432759221,0.665189702,0.870087508,"ID=cds1041","Parent=gene1078","Dbxref=Genbank:WP_014064872.1","Name=WP_014064872.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697083.1","product=hypothetical protein","protein_id=WP_014064872.1","transl_table=11","Not significant",1.136257808
"48",1.075308408,"cds1042",17.46975383,0.104750497,0.641184848,0.1633702,0.870226964,0.969612503,"ID=cds1042","Parent=gene1079","Dbxref=Genbank:WP_041918316.1","Name=WP_041918316.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439577.1","product=phosphoribosylglycinamide formyltransferase","protein_id=WP_041918316.1","transl_table=11","Not significant",1.075308408
"49",1.078821166,"cds1043",9.174594148,0.109455732,0.824171306,0.132807016,0.894346005,0.973446508,"ID=cds1043","Parent=gene1080","Dbxref=Genbank:WP_014064874.1","Name=WP_014064874.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_439578.1","product=phosphoribosylformylglycinamidine cyclo-ligase","protein_id=WP_014064874.1","transl_table=11","Not significant",1.078821166
"50",0.803713917,"cds1044",82.16595082,-0.315246031,0.301227365,-1.046538488,0.295312485,0.602469053,"ID=cds1044","Parent=gene1081","Dbxref=Genbank:WP_014064875.1","Name=WP_014064875.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064875.1","product=DUF406 domain-containing protein","protein_id=WP_014064875.1","transl_table=11","Not significant",1.24422382000385
"51",0.717880721,"cds1045",6.651811947,-0.478183941,0.970233291,-0.4928546,0.622115328,NA,"ID=cds1045","Parent=gene1082","Dbxref=Genbank:WP_014064876.1","Name=WP_014064876.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_007524206.1","product=membrane protein","protein_id=WP_014064876.1","transl_table=11",NA,1.39298907290199
"52",1.037424411,"cds1046",10.96309232,0.053006223,0.762528059,0.069513799,0.944580649,0.987282907,"ID=cds1046","Parent=gene1083","Dbxref=Genbank:WP_014064877.1","Name=WP_014064877.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064877.1","product=methylated-DNA--[protein]-cysteine S-methyltransferase","protein_id=WP_014064877.1","transl_table=11","Not significant",1.037424411
"53",1.122219242,"cds1047",10.56049495,0.166354555,0.786939787,0.211394261,0.832579635,0.953762988,"ID=cds1047","Parent=gene1084","Dbxref=Genbank:WP_014064878.1","Name=WP_014064878.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064878.1","product=DNA mismatch repair endonuclease MutH","protein_id=WP_014064878.1","transl_table=11","Not significant",1.122219242
"54",1.243209309,"cds1048",19.26488556,0.314069212,0.590957471,0.531458231,0.595101279,0.827600407,"ID=cds1048","Parent=gene1085","Dbxref=Genbank:WP_014064879.1","Name=WP_014064879.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064879.1","product=tRNA lysidine(34) synthetase TilS","protein_id=WP_014064879.1","transl_table=11","Not significant",1.243209309
"55",0.663971781,"cds1049",37.30383983,-0.590806167,0.445858873,-1.325096801,0.185139047,0.459663884,"ID=cds1049","Parent=gene1086","Dbxref=Genbank:WP_014064880.1","Name=WP_014064880.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438567.1","product=pyridoxal kinase","protein_id=WP_014064880.1","transl_table=11","Not significant",1.50608810286171
"56",0.505194245,"cds105",7.097636466,-0.985089891,0.953823881,-1.032779647,0.30170703,NA,"ID=cds105","Parent=gene105","Note=frameshifted%3B internal stop","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697897.1","product=hypothetical protein","pseudo=true","transl_table=11","",NA,1.97943664223649
"57",0.837173663,"cds1050",149.4202562,-0.256401168,0.275877045,-0.929403779,0.35267987,0.65007911,"ID=cds1050","Parent=gene1087","Dbxref=Genbank:WP_014064881.1","Name=WP_014064881.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438568.1","product=acetyl-CoA carboxylase carboxyl transferase subunit alpha","protein_id=WP_014064881.1","transl_table=11","Not significant",1.19449529314684
"58",1.066005474,"cds1051",21.8083926,0.092214846,0.546349459,0.168783633,0.865966833,0.969101497,"ID=cds1051","Parent=gene1088","Dbxref=Genbank:WP_014064882.1","Name=WP_014064882.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438569.1","product=zinc ABC transporter permease","protein_id=WP_014064882.1","transl_table=11","Not significant",1.066005474
"59",1.256507229,"cds1052",70.37215881,0.329418972,0.337074788,0.977287485,0.328426847,0.632004248,"ID=cds1052","Parent=gene1089","Dbxref=Genbank:WP_014064883.1","Name=WP_014064883.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064883.1","product=zinc ABC transporter ATP-binding protein ZnuC","protein_id=WP_014064883.1","transl_table=11","Not significant",1.256507229
"60",1.947670258,"cds1053",290.1506942,0.961749448,0.192526143,4.995422605,5.87e-07,1.38e-05,"ID=cds1053","Parent=gene1090","Dbxref=Genbank:WP_014064884.1","Name=WP_014064884.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064884.1","product=murein DD-endopeptidase MepM","protein_id=WP_014064884.1","transl_table=11","Significant",1.947670258
"61",2.526331074,"cds1054",13.57453588,1.337043716,0.719108916,1.859306269,0.062983739,0.224040059,"ID=cds1054","Parent=gene1091","Dbxref=Genbank:WP_041918317.1","Name=WP_041918317.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_013745079.1","product=iron ABC transporter permease","protein_id=WP_041918317.1","transl_table=11","Not significant",2.526331074
"62",5.29754471,"cds1055",11.43703794,2.405323859,0.857918767,2.803673204,0.005052409,0.031728295,"ID=cds1055","Parent=gene1092","Dbxref=Genbank:WP_014064886.1","Name=WP_014064886.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005696715.1","product=iron ABC transporter permease","protein_id=WP_014064886.1","transl_table=11","Significant",5.29754471
"63",1.238597159,"cds1056",137.8672146,0.308707042,0.280753686,1.099565413,0.271521519,0.580310697,"ID=cds1056","Parent=gene1093","Dbxref=Genbank:WP_014064887.1","Name=WP_014064887.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064887.1","product=iron ABC transporter ATP-binding protein","protein_id=WP_014064887.1","transl_table=11","Not significant",1.238597159
"64",0.682568778,"cds1057",277.001772,-0.55095367,0.204241296,-2.697562549,0.006984916,0.040528449,"ID=cds1057","Parent=gene1094","Dbxref=Genbank:WP_014064888.1","Name=WP_014064888.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064888.1","product=ABC transporter","protein_id=WP_014064888.1","transl_table=11","Significant",1.46505382641454
"65",1.784491792,"cds1058",59.86526665,0.835513266,0.348351004,2.398481005,0.01646323,0.082100946,"ID=cds1058","Parent=gene1095","Dbxref=Genbank:WP_014064889.1","Name=WP_014064889.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697092.1","product=transcriptional regulator","protein_id=WP_014064889.1","transl_table=11","Not significant",1.784491792
"66",0.753775455,"cds1059",155.8725401,-0.407793277,0.284228893,-1.43473548,0.15136249,0.40665345,"ID=cds1059","Parent=gene1096","Dbxref=Genbank:WP_014064890.1","Name=WP_014064890.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005697077.1","product=GTPase HflX","protein_id=WP_014064890.1","transl_table=11","Not significant",1.32665503150404
"67",0.449252178,"cds106",37.14786489,-1.154402597,0.446050327,-2.58805459,0.009651968,0.052416027,"ID=cds106","Parent=gene106","Dbxref=Genbank:WP_014064059.1","Name=WP_014064059.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_005695512.1","product=1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD","protein_id=WP_014064059.1","transl_table=11","Not significant",2.22592131762575
"68",0.789853278,"cds1060",599.9400052,-0.34034341,0.165418418,-2.057469865,0.039641051,0.16003239,"ID=cds1060","Parent=gene1097","Dbxref=Genbank:WP_005697164.1","Name=WP_005697164.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438573.1","product=RNA chaperone Hfq","protein_id=WP_005697164.1","transl_table=11","Not significant",1.26605792221578
"69",0.95110515,"cds1061",69.34945175,-0.072323247,0.323514753,-0.223554711,0.823103807,0.950614929,"ID=cds1061","Parent=gene1098","Dbxref=Genbank:WP_014064891.1","Name=WP_014064891.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:WP_014064891.1","product=23S rRNA pseudouridine(955/2504/2580) synthase RluC","protein_id=WP_014064891.1","transl_table=11","Not significant",1.05140845888596
"70",0.702636634,"cds1062",375.0749007,-0.509149298,0.186148581,-2.735176894,0.006234676,0.037310258,"ID=cds1062","Parent=gene1099","Dbxref=Genbank:WP_014064893.1","Name=WP_014064893.1","gbkey=CDS","inference=COORDINATES: similar to AA sequence:RefSeq:NP_438575.2","product=ribonuclease E","protein_id=WP_014064893.1","transl_table=11","Significant",1.42321073455444
